Title,Date
"Arrow: Temporada 6: Tributo","23/11/18"
"Arrow: Temporada 6: Daños colaterales","23/11/18"
"The Blacklist: Temporada 3: Zal Bin Hasaan (N.° 31)","23/11/18"
"The Blacklist: Temporada 3: Sir Crispin Crandall (N.° 86)","22/11/18"
"The Blacklist: Temporada 3: Arioch Cain (N.° 50)","21/11/18"
"The Blacklist: Temporada 3: Marvin Gerard (N.° 80)","21/11/18"
"The Blacklist: Temporada 3: Eli Matchett (N.° 72)","21/11/18"
"The Blacklist: Temporada 3: El djinn (N.° 43)","21/11/18"
"DC's Legends of Tomorrow: Temporada 3: Crisis en Tierra X, parte 4","20/11/18"
"The Blacklist: Temporada 3: El creador de rumores (N.° 38)","19/11/18"
"The Blacklist: Temporada 2: Tom Connolly (N.° 11)","19/11/18"
"The Blacklist: Temporada 2: Karakurt (N.° 55)","19/11/18"
"The Blacklist: Temporada 2: Quon Zhang (N.° 87)","19/11/18"
"Supergirl: Temporada 3: Crisis en Tierra X, parte 1","19/11/18"
"The Blacklist: Temporada 2: Leonard Caul (N.° 62)","17/11/18"
"The Blacklist: Temporada 2: Vanessa Cruz (N.° 117)","17/11/18"
"The Blacklist: Temporada 2: La Iniciativa Longevidad (N.° 97)","17/11/18"
"The Blacklist: Temporada 2: Tom Keen (N.° 7)","17/11/18"
"The Blacklist: Temporada 2: El comandante (N.° 75)","17/11/18"
"The Blacklist: Temporada 2: T. Earl King VI (N.° 94)","16/11/18"
"Flash: Temporada 3: Magenta","16/11/18"
"The Blacklist: Temporada 2: El cazador (N.° 93)","16/11/18"
"The Blacklist: Temporada 2: La familia Kenyon (N.° 71)","16/11/18"
"The Blacklist: Temporada 2: Ruslan Denisov (N.° 67)","14/11/18"
"The Blacklist: Temporada 2: Luther Braxton (N.° 21): Conclusión","14/11/18"
"The Blacklist: Temporada 2: Luther Braxton (N.° 21)","14/11/18"
"The Blacklist: Temporada 2: El cartel de Mombasa (N.° 114)","14/11/18"
"The Blacklist: Temporada 2: El decembrista (N.° 12)","14/11/18"
"The Blacklist: Temporada 2: La cimitarra (N.° 22)","13/11/18"
"The Blacklist: Temporada 2: El Frente (N.° 74)","12/11/18"
"The Blacklist: Temporada 2: Doctor Linus Creel (N.° 82)","12/11/18"
"The Blacklist: Temporada 2: Doctor James Covington (N.° 89)","12/11/18"
"Guardaespaldas: Temporada 1: Episodio 1","12/11/18"
"Siempre el mismo día","11/11/18"
"The Blacklist: Temporada 2: Banco Monarch Douglas (N.° 112)","11/11/18"
"The Blacklist: Temporada 2: Lord Baltimore (N.° 104)","10/11/18"
"Club de Cuervos presenta: Yo, Potro","10/11/18"
"The Blacklist: Temporada 1: Berlín (N.° 8): Conclusión","10/11/18"
"The Blacklist: Temporada 1: Berlín (N.° 8)","10/11/18"
"The Blacklist: Temporada 1: El hacedor de reyes (N.° 42)","10/11/18"
"La ley de los audaces: Temporada 8: Socio director","10/11/18"
"La ley de los audaces: Temporada 1: Piloto (Partes 1 y 2)","10/11/18"
"La ley de los audaces: Temporada 8: Moción para postergar","10/11/18"
"La ley de los audaces: Temporada 8: Coral Gables","10/11/18"
"La ley de los audaces: Temporada 8: Frustración","10/11/18"
"La ley de los audaces: Temporada 8: Gatos, ballet y Harvey Specter","10/11/18"
"The Blacklist: Temporada 1: Los hermanos Pavlovich (N.° 119-122)","09/11/18"
"The Blacklist: Temporada 1: Milton Bobbit (N.° 135)","08/11/18"
"The Blacklist: Temporada 1: Ivan (N.° 88)","08/11/18"
"The Blacklist: Temporada 1: Mako Tanida (No. 83)","08/11/18"
"The Blacklist: Temporada 1: El juez (N.° 57)","08/11/18"
"The Blacklist: Temporada 1: Madeline Pratt (N.° 73)","06/11/18"
"The Blacklist: Temporada 1: La agencia Cyprus (N.° 64)","06/11/18"
"The Blacklist: Temporada 1: El alquimista (N.° 101)","06/11/18"
"The Blacklist: Temporada 1: El buen samaritano (N.° 106)","05/11/18"
"The Blacklist: Temporada 1: Anslo Garrick (N.º 16): Parte 2","05/11/18"
"The Blacklist: Temporada 1: Anslo Garrick (N.º 16): Parte 1","05/11/18"
"The Blacklist: Temporada 1: El general Ludd (N.° 109)","04/11/18"
"The Blacklist: Temporada 1: Frederick Barnes (N.° 47)","04/11/18"
"The Blacklist: Temporada 1: Gina Zanetakos (N.° 152)","04/11/18"
"The Blacklist: Temporada 1: El mensajero (N.° 85)","04/11/18"
"The Blacklist: Temporada 1: El creador de guisados (N.° 161)","04/11/18"
"The Blacklist: Temporada 1: Wujing (N.° 84)","04/11/18"
"The Blacklist: Temporada 1: El independiente (N.° 145)","04/11/18"
"The World's Most Extraordinary Homes: Temporada 2 (Parte A): EE. UU.","04/11/18"
"La ley de los audaces: Temporada 8: Adiós, lodo","03/11/18"
"La ley de los audaces: Temporada 8: Ingreso por metro cuadrado","03/11/18"
"La ley de los audaces: Temporada 8: Promesas","03/11/18"
"La sombra de la ley","02/11/18"
"Marvel - Daredevil: Temporada 3: Servilleta nueva","02/11/18"
"Marvel - Daredevil: Temporada 3: Última oportunidad","02/11/18"
"Marvel - Daredevil: Temporada 3: Karen","02/11/18"
"Marvel - Daredevil: Temporada 3: Reencuentro","01/11/18"
"Merlí: Temporada 3: Episodio 14","01/11/18"
"Merlí: Temporada 3: Episodio 13","01/11/18"
"Merlí: Temporada 3: Episodio 12","01/11/18"
"Merlí: Temporada 3: Episodio 11","01/11/18"
"Merlí: Temporada 3: Episodio 10","01/11/18"
"Merlí: Temporada 3: Episodio 9","01/11/18"
"La ley de los audaces: Temporada 7: Adiós","31/10/18"
"La ley de los audaces: Temporada 7: Lloriqueando","31/10/18"
"La ley de los audaces: Temporada 7: Basta de anticonceptivos","31/10/18"
"Marvel - Daredevil: Temporada 3: Revelaciones","31/10/18"
"Marvel - Daredevil: Temporada 3: Arriba y abajo","30/10/18"
"Marvel - Daredevil: Temporada 3: Consecuencias","30/10/18"
"Marvel - Daredevil: Temporada 3: Demonio conocido","29/10/18"
"Marvel - Daredevil: Temporada 3: Punto ciego","28/10/18"
"Marvel - Daredevil: Temporada 3: Dios da y Dios quita","28/10/18"
"Abstract: The Art of Design: Temporada 1: Es Devlin: Diseño de escenografía","27/10/18"
"Coraline y la puerta secreta","27/10/18"
"Dear White People: Volumen 1: Capítulo X","27/10/18"
"Dear White People: Volumen 1: Capítulo II","27/10/18"
"Dear White People: Volumen 1: Capítulo I","27/10/18"
"Merlí: Temporada 3: Episodio 8","25/10/18"
"Merlí: Temporada 3: Episodio 7","25/10/18"
"Marvel - Daredevil: Temporada 3: Juego perfecto","23/10/18"
"Marvel - Daredevil: Temporada 3: Por favor","21/10/18"
"Palmeras en la nieve","21/10/18"
"La sociedad de los poetas muertos","20/10/18"
"Marvel - Daredevil: Temporada 3: Resurrección","19/10/18"
"Marvel - Daredevil: Temporada 1: La iniciación","19/10/18"
"Robot 7723","17/10/18"
"Las chicas del cable: Temporada 1: Capítulo 1: Los sueños","12/10/18"
"Laggies","12/10/18"
"Asesino del futuro","12/10/18"
"Rescate del metro 123","12/10/18"
"Abstract: The Art of Design: Temporada 1: Tinker Hatfield: Diseño de calzado","12/10/18"
"Abstract: The Art of Design: Temporada 1: Christoph Niemann: Ilustración","12/10/18"
"La suma de todos los miedos","12/10/18"
"El protegido","11/10/18"
"Merlí: Temporada 3: Episodio 6","11/10/18"
"Merlí: Temporada 3: Episodio 5","11/10/18"
"3 %: Temporada 1: Capítulo 1: Cubos","10/10/18"
"Bajo la piel de lobo","10/10/18"
"El tiempo entre costuras: Temporada 1: Episodio 1","10/10/18"
"OtherLife","10/10/18"
"Merlí: Temporada 3: Episodio 4","10/10/18"
"Merlí: Temporada 3: Episodio 3","10/10/18"
"Londres bajo fuego","09/10/18"
"Maestro del crimen","09/10/18"
"El código enigma","09/10/18"
"El apostador","08/10/18"
"Merlí: Temporada 3: Episodio 2","08/10/18"
"Merlí: Temporada 3: Episodio 1","08/10/18"
"Merlí: Temporada 2: Episodio 13","08/10/18"
"Merlí: Temporada 2: Episodio 12","07/10/18"
"Merlí: Temporada 2: Episodio 11","05/10/18"
"Merlí: Temporada 2: Episodio 10","05/10/18"
"Merlí: Temporada 2: Episodio 9","05/10/18"
"Merlí: Temporada 2: Episodio 8","05/10/18"
"Monty Python and the Holy Grail","03/10/18"
"Casino","01/10/18"
"El cabo de miedo","01/10/18"
"Mente indomable","01/10/18"
"Fe de etarras","29/09/18"
"Merlí: Temporada 2: Episodio 7","29/09/18"
"MERLÍN: Temporada 1: The Dragon's Call","29/09/18"
"(Des)encanto: Parte 1: Una princesa, un elfo y un demonio entran a un bar","29/09/18"
"Maniac: Miniserie: El elegido","29/09/18"
"Marvel - Iron Fist: Temporada 2: La furia de Iron Fist","21/09/18"
"SPF-18","21/09/18"
"Sierra Burgess es una loser","13/09/18"
"El solista","08/09/18"
"The Most Assassinated Woman in the World","08/09/18"
"La casa de las flores: Temporada 1: NARCISO (Símb. mentira)","08/09/18"
"Orgullo y prejuicio","07/09/18"
"Camino a Marte","07/09/18"
"Intensamente","07/09/18"
"Las leyes de la termodinámica","03/09/18"
"Zoo: Temporada 1: Sangre nueva","03/09/18"
"","01/09/18"
"Órbita 9","01/09/18"
"Merlí: Temporada 2: Episodio 6","30/08/18"
"Revancha","29/08/18"
"Lo mejor de mí","26/08/18"
"El núcleo","25/08/18"
"Merlí: Temporada 2: Episodio 5","23/08/18"
"Merlí: Temporada 2: Episodio 4","23/08/18"
"Merlí: Temporada 2: Episodio 3","22/08/18"
"No me olvides","22/08/18"
"Merlí: Temporada 2: Episodio 2","21/08/18"
"Merlí: Temporada 2: Episodio 1","21/08/18"
"A todos los chicos de los que me enamoré","20/08/18"
"Protegiendo al enemigo","19/08/18"
"La última profecía","19/08/18"
"Blindspot: Temporada 1: Piloto","18/08/18"
"Merlí: Temporada 1: Nietzsche","17/08/18"
"Merlí: Temporada 1: Hume","17/08/18"
"Merlí: Temporada 1: Los sofistas","16/08/18"
"Merlí: Temporada 1: Los escépticos","16/08/18"
"Merlí: Temporada 1: Epicuro","16/08/18"
"Merlí: Temporada 1: Foucault","16/08/18"
"The Toys That Made Us: Temporada 2: Hello Kitty","14/08/18"
"Un espía y medio","13/08/18"
"Atrápame si puedes","13/08/18"
"DC's Legends of Tomorrow: Temporada 2: Aruba","13/08/18"
"Flash: Temporada 3: Dueto","07/08/18"
"Flash: Temporada 3: El presente","07/08/18"
"Marvel - Luke Cage: Temporada 2: Soul Brother #1","07/08/18"
"The Cloverfield Paradox","06/08/18"
"La hija de mi mejor amigo","06/08/18"
"El final de todo","04/08/18"
"Extinción","03/08/18"
"Papás con honores","01/08/18"
"Estasis","30/07/18"
"In/mortal","30/07/18"
"Verano en Staten Island","20/07/18"
"La invitación","18/07/18"
"Día de pinta","18/07/18"
"Tomorrowland: El mundo del mañana","13/07/18"
"El ladrón de orquídeas","07/07/18"
"La jefa","07/07/18"
"","07/07/18"
"Un Chofer en Apuros","07/07/18"
"Bonnie y Clyde: La miniserie","07/07/18"
"Cargo","07/07/18"
"La ley de los audaces: Temporada 7: La despedida","03/07/18"
"La ley de los audaces: Temporada 7: Un hombre malo","03/07/18"
"La ley de los audaces: Temporada 7: Verdades difíciles","03/07/18"
"13 Reasons Why: Temporada 2: La primera Polaroid","12/06/18"
"","12/06/18"
"Corazones de hierro","11/06/18"
"La ley de los audaces: Temporada 7: Donna","07/06/18"
"La ley de los audaces: Temporada 7: Infama","07/06/18"
"La ley de los audaces: Temporada 7: Arriesgarse en el juego","07/06/18"
"Kill Bill: La venganza Vol. 1","02/06/18"
"Guardianes de la galaxia","02/06/18"
"Between: Temporada 1: Se acabó la escuela","02/06/18"
"Legion: Temporada 1: Capítulo 1","02/06/18"
"Genio del mal: Temporada 1: Parte 1: El atraco","02/06/18"
"Merlí: Temporada 1: Guy Debord","01/06/18"
"Merlí: Temporada 1: Schopenhauer","01/06/18"
"Merlí: Temporada 1: Sócrates","24/05/18"
"Merlí: Temporada 1: Aristóteles","24/05/18"
"Merlí: Temporada 1: Maquiavelo","16/05/18"
"Merlí: Temporada 1: Platón","16/05/18"
"Merlí: Temporada 1: Los peripatéticos","16/05/18"
"Los Increíbles","30/04/18"
"La casa de papel: Parte 1: Episodio 1","30/04/18"
"Perdidos en el espacio: Temporada 1: Presurización","17/04/18"
"Perdidos en el espacio: Temporada 1: Panegírico","17/04/18"
"Perdidos en el espacio: Temporada 1: Transmisión","16/04/18"
"Perdidos en el espacio: Temporada 1: Los Robinson estuvieron aquí","15/04/18"
"Convicto","14/04/18"
"Una serie de eventos desafortunados: Temporada 1: Un mal principio: Parte 1","14/04/18"
"Black Mirror: Temporada 4: Black Museum","14/04/18"
": ","08/04/18"
"Star Trek: Discovery: Temporada 1: Magia para enloquecer al hombre más cuerdo","31/03/18"
"Star Trek: Discovery: Temporada 1: Lete","31/03/18"
"Star Trek: Discovery: Temporada 1: Escoja su dolor","31/03/18"
"Star Trek: Discovery: Temporada 1: El cuchillo del carnicero no oye el llanto del cordero","31/03/18"
"Star Trek: Discovery: Temporada 1: El contexto es para reyes","31/03/18"
"Star Trek: Discovery: Temporada 1: Batalla en las estrellas binarias","31/03/18"
"Star Trek: Discovery: Temporada 1: El saludo vulcano","31/03/18"
"Aniquilación","31/03/18"
"FullMetal Alchemist","31/03/18"
